id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+55768,Age of Mythology EX: Tale of the Dragon,NA,11,NA,11,NA,NA,DLC/Expansion,"SkyBox Labs, Forgotten Empires",Microsoft Studios,PC,"Real-Time, Strategy","January 28, 2016","January 28, 2016",NA
+19455,Age of Mythology: Extended Edition,29,34,56.5,37.5,NA,NA,NA,"Ensemble Studios, SkyBox Labs",Microsoft Studios,PC,"Real-Time, Simulation, Strategy","May 08, 2014","May 08, 2014",NA
+278,Age of Mythology: The Titans,9.5,16.5,17.5,12,NA,NA,NA,Ensemble Studios,Microsoft Game Studios,PC,"Turn-Based, Strategy","September 30, 2003","October 29, 2003",NA
+17677,Age of Pirates 2: City of Abandoned Ships,NA,NA,NA,NA,NA,NA,NA,Akella,Playlogic,NA,Role-Playing,"May 26, 2009",NA,NA
+17678,Age of Pirates: Caribbean Tales,8,NA,NA,8,NA,NA,NA,Akella,"1C Company, Playlogic",PC,Role-Playing,"September 12, 2006",NA,NA
+49718,Age of Rivals,13.5,NA,27,20,NA,NA,NA,Roboto Games,Roboto Games,PC,Strategy,"March 14, 2017","March 14, 2017",NA
+33615,Age of Steel: Recharge,3.5,4,5.5,4.5,NA,NA,NA,Quaint Emerald,Pirozhok,PC,Strategy,"January 06, 2015",NA,NA
+34308,Age of Survival,NA,NA,NA,NA,NA,NA,NA,Seattletek,Seattletek,NA,Survival,"August 25, 2015",NA,NA
+281,Age of Wonders,21,35,52,28.5,NA,NA,NA,"Triumph Studios, Epic MegaGames",Gathering of Developers,PC,NA,"October 31, 1999",NA,NA
+282,Age of Wonders II: The Wizard's Throne,51.5,NA,58,54,NA,NA,NA,Triumph Studios,Take 2,PC,"Turn-Based, Strategy","June 12, 2002",NA,NA
+17567,Age of Wonders III,21.5,60.5,NA,28,NA,NA,NA,Triumph Studios,Triumph Studios,PC,"Top-Down, Turn-Based, Strategy","March 31, 2014","March 31, 2014",NA
+33296,Age of Wonders III: Eternal Lords Expansion,NA,NA,NA,NA,NA,NA,DLC/Expansion,Triumph Studios,Triumph Studios,NA,"Top-Down, Turn-Based, Role-Playing, Strategy","April 14, 2015","April 14, 2015",NA
+59880,Age of Wonders: Planetfall,NA,NA,NA,NA,NA,NA,NA,Triumph Studios,Paradox Interactive,NA,Strategy,"August 06, 2019","August 06, 2019",NA
+283,Age of Wonders: Shadow Magic,32,64,86,53,NA,NA,NA,Triumph Studios,Gathering of Developers,PC,Turn-Based Strategy,2003,NA,NA
+28237,Age of Wushu,NA,NA,NA,NA,NA,NA,NA,Suzhou Snail Electronic,NA,NA,"Massively Multiplayer, Role-Playing","July 18, 2013",NA,NA
+284,Age of Zombies,2,NA,NA,2,NA,NA,NA,Halfbrick,Halfbrick,"Android, PlayStation 3, PlayStation Vita, PSP",Action,"February 25, 2010","February 25, 2010",NA
+54324,Agenda (2016),NA,NA,NA,NA,NA,NA,NA,Exordium Games,Exordium Games,NA,"Simulation, Strategy","September 21, 2016","September 21, 2016",NA
+39290,Agent A: A Puzzle in Disguise,1,NA,3.5,2.5,NA,NA,NA,Yak & Co,Yak & Co,Android,Adventure,"October 27, 2015",NA,NA
+25122,Agent Armstrong,NA,NA,NA,NA,NA,NA,NA,King of the Jungle,Virgin Interactive,NA,"Action, Platform",NA,"September 18, 1997",NA
+26515,Agent Awesome,2.5,11,13.5,10,NA,NA,NA,Chaos Industries,KISS,PC,"Turn-Based, Strategy","February 17, 2015",NA,NA
+31530,Agent Hugo,1.5,NA,NA,1.5,NA,NA,NA,ITE Media,ITE Media,NA,Action,October 2005,NA,NA
+31531,Agent Hugo: Hula Holiday,NA,NA,NA,NA,NA,NA,NA,Attractive Games,Media House,NA,Platform,NA,"October 06, 2008",NA
+31532,Agent Hugo: Lemoon Twist,NA,NA,NA,NA,NA,NA,NA,Coyote Console,ITE Media,NA,Platform,NA,"November 05, 2017",NA
+31533,Agent Hugo: Roborumble,2,NA,NA,2,NA,NA,NA,ITE Media,ITE Media,NA,Action,NA,"October 06, 2006",NA
+42691,Agent Walker: Secret Journey,2.5,3,3.5,3,NA,NA,NA,Brave Giant,Artifex Mundi,PC,Adventure,"September 01, 2016",NA,NA
+37950,Agents of Mayhem,17,26.5,51,25,NA,NA,NA,"Deep Silver, Volition",Deep Silver,"PC, PlayStation 4, Xbox One",Action,"August 15, 2017","August 18, 2017",NA
+58014,Aggelos,7,8.5,NA,7.5,NA,NA,NA,Storybird Games,"PQube Limited, Look At My Game","Nintendo Switch, PC","Side, Scrolling, Action, Role-Playing","June 19, 2018","June 19, 2018",NA
+33336,Aggression: Europe Under Fire,NA,NA,NA,NA,NA,NA,NA,Lesta Studio,Buka Entertainment,NA,Strategy,"May 10, 2007",NA,NA
+285,Aggressive Inline,2.5,NA,30,16,NA,NA,NA,"Z-Axis, Full Fat (GBA)",Acclaim Entertainment,"Nintendo GameCube, PlayStation 2, Xbox",Sports,"May 28, 2002",NA,NA
+22097,Aggressors of Dark Kombat,0.25,NA,NA,0.25,NA,NA,NA,ADK,ADK,NA,Fighting,NA,1994,NA
+12415,Agile Warrior F-111X,NA,NA,NA,NA,NA,NA,NA,Black Ops Entertainment,Virgin Interactive,NA,Flight Combat,"November 02, 1995",NA,NA
+24645,Agony (1992),1.5,NA,NA,1.5,NA,NA,NA,Art & Magic,Psygnosis,Amiga,Shooter,NA,1992,NA
+56879,Agony (2018),7.5,8,9,7.5,NA,NA,NA,Madmind Studio,Madmind Studio,"PC, PlayStation 4","Horror, Survival","May 29, 2018","May 29, 2018",NA
+54325,Agricola: All Creatures Big and Small,NA,NA,NA,NA,NA,NA,NA,Digidiced,Asmodee Digital,NA,NA,"February 14, 2017","February 14, 2017",NA
+12229,Agricultural Simulator 2011,NA,30,NA,30,NA,NA,NA,"UIG, Actalogic",Libredia,PC,Simulation,"February 23, 2011",NA,NA
+24340,Agricultural Simulator 2012,NA,NA,NA,NA,NA,NA,NA,United Independent Entertainment,United Independent Entertainment,NA,Simulation,"November 25, 2011",NA,NA
+14510,Agricultural Simulator 2013,NA,NA,NA,NA,NA,NA,NA,Actalogic,United Independent Entertainment,PC,"Real-Time, Simulation","June 07, 2013",NA,NA
+16494,Agricultural Simulator: Historical Farming,NA,NA,NA,NA,NA,NA,NA,Actalogic,United Independent Entertainment,PC,Simulation,"May 25, 2012",NA,NA
+51612,Aground,NA,NA,NA,NA,NA,NA,NA,"Fancy Fish Games, SnöBox Studio",Fancy Fish Games,NA,Adventure,"August 08, 2018","August 08, 2018",NA
+40892,Ahnayro: The Dream World,NA,NA,10,10,NA,NA,NA,Alice & Smith,Alice & Smith,PC,Puzzle,"June 10, 2016",NA,NA
+17679,Ahriman's Prophecy,NA,NA,NA,NA,NA,NA,NA,Amaranth Games,NA,NA,Role-Playing,2004,NA,NA
+57878,AiRace Speed,NA,NA,NA,NA,NA,NA,NA,QubicGames,NA,NA,NA,NA,NA,NA
+20354,AiRace Xeno,NA,2,NA,2,NA,NA,NA,QubicGames,QubicGames,NA,Racing,"June 12, 2014",NA,NA
+28837,AiRace: Tunnel,3,NA,NA,3,NA,NA,NA,NA,QubicGames,NA,Arcade,"January 25, 2010",NA,NA
+289,Aidyn Chronicles: The First Mage,NA,53,NA,53,NA,NA,NA,H2O Interactive,THQ,Nintendo 64,Role-playing,"March 14, 2001","August 03, 2001",NA
+41620,Aim Hero,NA,NA,NA,NA,NA,NA,NA,ProGames Studio,ProGames Studio,PC,"First-Person, Shooter","September 05, 2016",NA,NA
+59472,Aim Lab,NA,NA,NA,NA,NA,NA,NA,Statespace,Statespace,NA,Action,"February 07, 2018","February 07, 2018",NA
+57259,Aimtastic,1.5,NA,NA,1.5,NA,NA,NA,Victor Möller,Victor Möller,NA,"First-Person, Shooter","January 28, 2018","January 28, 2018",NA
+290,Aion,NA,NA,NA,NA,400,55,NA,Aion Team Development Dept,NCSoft,PC,"Massively Multiplayer, Role-Playing","September 22, 2009",NA,"July 17, 2009"
+15460,Air (2000),NA,17.5,NA,17.5,NA,NA,NA,Key,Visual Art's,NA,"Text, Visual Novel",NA,NA,"November 08, 2000"
+291,Air Aces: Pacific,12,NA,NA,12,NA,NA,NA,Wastelands Interactive,Wastelands Interactive,NA,"Flight Combat, Simulation",NA,NA,NA
+16059,Air Boarder 64,NA,NA,NA,NA,NA,NA,NA,Human Entertainment,"Human Entertainment, GMI",NA,"Arcade, Sports",November 1998,NA,NA
+31728,Air Brawl,NA,NA,NA,NA,NA,NA,NA,Landfall Games,Landfall Games,PC,Flight Combat,"June 02, 2015",NA,NA
+25614,Air Bucks,NA,NA,NA,NA,NA,NA,NA,Impressions Games,Sierra On-Line,NA,Simulation,1992,NA,NA
+292,Air Buster / Aero Blasters,1,NA,NA,1,NA,NA,NA,Kaneko,Kaneko,Sega Mega Drive/Genesis,Shooter,1990,1990,NA
+20853,Air Cavalry,NA,NA,NA,NA,NA,NA,NA,Synergistic Software,"Cybersoft, GameTek",NA,Shooter,June 1995,NA,NA
+293,Air Combat,3,3,NA,3,NA,NA,NA,Namco,Namco,PlayStation,Arcade,"September 09, 1995",NA,"June 30, 1995"
+57993,Air Combat Arena,NA,NA,NA,NA,NA,NA,NA,Sky Coder,Sky Coder,NA,Flight,"November 29, 2017","November 29, 2017",NA
+25555,Air Conflicts: Aces of World War II,NA,NA,12,12,NA,NA,NA,Cowboy Rodeo,Graffiti Entertainment,NA,"Action, Flight","April 14, 2009",NA,NA
+12404,Air Conflicts: Pacific Carriers,10,NA,12,10.5,NA,NA,NA,Games Farm,bitComposer Games,"PC, PlayStation 4",Flight Combat,"December 07, 2012",NA,NA
+295,Air Conflicts: Secret Wars,7.5,8,8.5,8,NA,NA,NA,Games Farm,bitComposer Games,PC,Action,"July 08, 2011",NA,NA
+13919,Air Conflicts: Vietnam,5,NA,NA,5,NA,NA,NA,Games Farm,bitComposer Games,"PC, PlayStation 3, PlayStation 4",Flight Combat,"October 02, 2013",NA,NA
+16409,Air Control,NA,NA,NA,NA,NA,NA,NA,Killjoy Games,Killjoy Games,NA,"First-Person, Shooter","May 23, 2014",NA,NA
+20852,Air Diver,NA,NA,NA,NA,NA,NA,NA,Copya System,Seismic,NA,"First-Person, Real-Time, Flight Combat",1990,NA,1990
+29831,Air Duel,NA,NA,NA,NA,NA,NA,NA,Irem,Irem,NA,"Scrolling, Shooter",1990,NA,NA
+296,Air Forte,0.4,2,2.5,0.55,NA,NA,NA,Blendo Games,NA,PC,"Educational, Puzzle",2010,NA,NA
+297,Air Fortress,NA,NA,NA,NA,NA,NA,NA,HAL Laboratory,HAL Laboratory,NES,Platform,1989,NA,1987
+41088,Air Gallet,0.35,NA,NA,0.35,NA,NA,NA,Gazelle,Banpresto,Arcade,"Scrolling, Shooter",NA,NA,1996
+24687,Air Guardians,0.6333333333333333,NA,1,0.7,NA,NA,NA,Lazy Bum Games,Lazy Bum Games,PC,Flight Combat,"January 26, 2015",NA,NA
+23094,Air Hockey,0.4,NA,NA,0.4,NA,NA,NA,Success,"Mud Duck Productions, Success",NA,Sports,2003,NA,2000
+19377,Air Mail,NA,NA,NA,NA,NA,NA,NA,Chillingo,NA,NA,Flight Combat,"May 24, 2012",NA,NA
+42502,Air Missions: HIND,NA,5.5,NA,5.5,NA,NA,NA,3Division,3Division,PC,Flight Combat,"March 21, 2016","March 21, 2016",NA
+13573,Air Pressure,0.08333333333333333,0.08333333333333333,NA,0.08333333333333333,NA,NA,NA,NA,NA,"Browser, PC",Visual Novel,NA,NA,NA
+31862,Air Race Championship,NA,NA,NA,NA,NA,NA,NA,Metro,Xing Entertainment,NA,Racing,NA,NA,"March 04, 1999"
+36088,Air Raid,NA,NA,NA,NA,NA,NA,NA,Men-A-Vision,Men-A-Vision,NA,Action,1984,NA,NA
+298,Air Raiders,NA,NA,NA,NA,NA,NA,NA,NA,Mattel,NA,"Scrolling, Shooter",1982,NA,NA
+51735,Air Tactical,NA,NA,1.5,1.5,NA,NA,NA,EHTechnology,EHTechnology,NA,Action,"September 12, 2017","September 12, 2017",NA
+57842,Air Threat,NA,NA,1,1,NA,NA,NA,SharkGame,Garage Games,NA,Action,"May 08, 2018","May 08, 2018",NA
+12096,Air Zonk,1.5,NA,NA,1.5,NA,NA,NA,Red Company,Hudson Soft,"TurboGrafx-16, Wii","Scrolling, Shooter",December 1992,NA,"November 20, 1992"
+25451,Air-Sea Battle,0.08333333333333333,NA,NA,0.08333333333333333,NA,NA,NA,Atari,Atari,NA,"Scrolling, Shooter",1977,NA,NA
+299,AirBlade,0.8,NA,NA,0.8,NA,NA,NA,Criterion Games,Namco,PlayStation 2,Sports,"January 28, 2002","November 09, 2001",NA
+301,AirBuccaneers,NA,NA,NA,NA,NA,NA,NA,LudoCraft,LudoCraft,PC,"Action, Strategy","December 05, 2012",NA,NA
+302,AirForce Delta,10,12,14,12,NA,NA,NA,Climax Group,Konami Corporation,Dreamcast,"Action, Action, Adventure","September 09, 1999",NA,NA
+303,AirForce Delta Storm,4,NA,NA,4,NA,NA,NA,Konami,Konami,Xbox,Simulation,"November 15, 2001","April 12, 2002","February 22, 2002"
+305,AirMech,NA,NA,NA,NA,NA,NA,NA,Carbon Games,Carbon Games,PC,"Action, Real-Time Strategy",April 2012,NA,NA
+20567,AirMech Arena,NA,NA,NA,NA,NA,NA,NA,Carbon Games,Ubisoft,NA,NA,"July 30, 2014",NA,NA
+46859,AirMech Command,NA,NA,NA,NA,NA,NA,NA,Carbon Games,Carbon Games,NA,"Action, Strategy","March 08, 2017","March 08, 2017",NA
+53058,AirMech Wastelands,NA,NA,NA,NA,NA,NA,NA,Carbon Games,Carbon Games,NA,"Action, Role-Playing","July 06, 2018","July 06, 2018",NA
+56448,Airbo,NA,NA,NA,NA,NA,NA,NA,Nekyau Games,Nekyau,NA,Action,"May 11, 2018","May 11, 2018",NA
+300,Airborne Assault: Red Devils Over Arnhem,NA,NA,NA,NA,NA,NA,NA,Panther Games,Battlefront.com,NA,Strategy,NA,NA,NA
+13066,Airborne Ranger,NA,NA,10,10,NA,NA,NA,MicroProse,MicroProse,NA,Stealth,1987,NA,NA
+21419,Airborne Troops: Countdown to D-Day,NA,NA,NA,NA,NA,NA,NA,WideScreen Games,Mud Duck Productions,NA,NA,NA,"January 07, 2005",NA
+54453,Aircraft Evolution,NA,NA,NA,NA,NA,NA,NA,Satur Entertainment,Satur Entertainment,NA,NA,"January 26, 2018","January 26, 2018",NA
+40542,Aircraft War X,NA,NA,NA,NA,NA,NA,NA,Mystic Games,Mystic Games,NA,"Action, Simulation","August 05, 2016",NA,NA
+24568,Airfix Dogfighter,NA,NA,NA,NA,NA,NA,NA,"Unique Development Studios, Paradox Entertainment",EON Digital Entertainment,PC,Flight Combat,"January 14, 2000",NA,NA
+14775,Airforce Delta Strike,NA,NA,NA,NA,NA,NA,NA,Konami Computer Entertainment Studios,Konami,NA,Flight Combat,"February 03, 2004","May 14, 2004",NA
+23425,Airline Tycoon,NA,NA,NA,NA,NA,NA,NA,Spellbound,Black Forest Games,PC,Simulation,"August 01, 1998",NA,NA
+304,Airline Tycoon 2,NA,25,NA,25,NA,NA,NA,b-Alive,Kalypso Media Digital,PC,Simulation,"October 24, 2011","October 24, 2011",NA
+12778,Airlock,NA,NA,NA,NA,NA,NA,NA,Data Age,Data Age,NA,Action,1982,NA,NA
+48925,Airon Ball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
+49970,AironBall: The Floating Lands,NA,NA,NA,NA,NA,NA,NA,Digital Airony,Digital Airony,NA,Platform,"July 20, 2017",NA,NA
+22873,Aironauts,NA,NA,NA,NA,NA,NA,NA,Red Lemon Studios,Red Storm Entertainment,NA,Action,August 1999,NA,NA
+59916,Airplane Sky Voyage,NA,NA,NA,NA,NA,NA,NA,Playloft,Playloft,NA,NA,"June 01, 2018","June 01, 2018",NA
+49707,Airport CEO,NA,NA,NA,NA,NA,NA,NA,Apoapsis Studios,Apoapsis Studios,NA,Simulation,"September 28, 2017","September 28, 2017",NA
+40815,Airport Fire Department: The Simulation,NA,NA,NA,NA,NA,NA,NA,VIS-Games,United Independent Entertainment,NA,"Action, Simulation","November 18, 2011",NA,NA
+26813,Airport Firefighters: The Simulation,NA,NA,NA,NA,NA,NA,NA,Visual Imagination Software,Rondo Media,NA,Simulation,"May 13, 2015",NA,NA
+47132,Airport Madness 3D,NA,NA,NA,NA,NA,NA,NA,Big Fat Simulations,Big Fat Simulations,NA,Simulation,"May 25, 2016","May 25, 2016",NA
+28602,Airport Madness 4,12,24,32.5,22.5,NA,NA,NA,Big Fat Simulations,Big Fat Simulations,PC,NA,2011,NA,NA
+29084,Airport Madness: Time Machine,9,NA,NA,9,NA,NA,NA,Big Fat Simulations,Big Fat Simulations,PC,Adventure,"September 18, 2015",NA,NA
+27759,Airport Madness: World Edition,NA,14.5,NA,14.5,NA,NA,NA,Big Fat Simulations,Big Fat Simulations,PC,"Adventure, Simulation","May 28, 2015",NA,NA
+12536,Airport Mania: First Flight,NA,NA,NA,NA,NA,NA,NA,"Reflexive Entertainment, South Wind Games",Reflexive Entertainment,NA,NA,"November 29, 2010","June 16, 2011",NA
+16134,Airport Simulator 2014,22,NA,28,25,NA,NA,NA,United Independent Entertainment GmbH,United Independent Entertainment GmbH,PC,Simulation,"December 19, 2013",NA,NA
+26814,Airport Simulator 2015,3.5,NA,NA,3.5,NA,NA,NA,Link Solutions,Rondo Media,NA,Simulation,"April 22, 2015",NA,NA
+17680,Airs Adventure,NA,NA,NA,NA,NA,NA,NA,Game Studio,Game Studio,NA,"Third-Person, Role-Playing","December 20, 1996",NA,NA
+34243,Airscape: The Fall of Gravity,5,6,12,8.5,NA,NA,NA,Cross-Product,Cross-Product,PC,"Action, Platform","August 11, 2015","August 11, 2015",NA
+49360,Airship Asunder,NA,NA,NA,NA,NA,NA,NA,Sally Rough,Flying Interactive,NA,"Action, Strategy","July 21, 2016","July 21, 2016",NA
+16805,Airship Dragoon,NA,NA,NA,NA,NA,NA,NA,Yorkshire Rifles,NA,NA,"Turn-Based, Strategy, Tactical",October 2013,NA,NA
+34244,Airships: Conquer the Skies,NA,NA,NA,NA,NA,NA,NA,David Stark,David Stark,PC,Strategy,"February 25, 2015",NA,NA
+36823,Airstrike HD,NA,1.5,2,2,NA,NA,NA,Fifth Dimension Company,Fifth Dimension Company,PC,Arcade,"March 23, 2016",NA,NA
+56254,Airstrike One,NA,NA,NA,NA,NA,NA,NA,LillyWelland,Bitlock Studio,NA,"Scrolling, Shooter","September 25, 2017","September 25, 2017",NA
+62432,Airtone,NA,NA,NA,NA,NA,NA,NA,Historia,Amg Games,NA,"Virtual Reality, Music/Rhythm","June 08, 2017","June 08, 2017",NA
+22830,"Airwave: I Fought the Law, and the Law One",1,NA,NA,1,NA,NA,NA,NA,NA,PC,Adventure,NA,NA,NA
+306,Airwolf,NA,NA,3.5,3.5,NA,NA,NA,Elite,NA,"Commodore 64, NES",Action,NA,NA,NA
+17681,Aisle Lord,NA,NA,NA,NA,NA,NA,NA,Wolf Team,Wolf Team,NA,"Third-Person, Role-Playing","May 29, 1992",NA,NA
+67581,Aisu Paradise,NA,NA,NA,NA,NA,NA,NA,Maranyo Games,Denpasoft,NA,Visual Novel,"May 24, 2019",NA,NA
+308,Akai Katana,0.6666666666666666,NA,NA,0.6666666666666666,NA,NA,NA,Cave,Cave,Xbox 360,"Scrolling, Shooter","May 15, 2012",NA,"May 26, 2011"
+309,Akalabeth: World of Doom,2.5,2.5,3.5,3,NA,NA,NA,Richard Garriott,California Pacific Computer Co.,"Apple II, PC",Role-Playing,1979,NA,NA
+61746,Akane,3.5,NA,7.5,4,NA,NA,NA,Ludic Studios,Ludic Studios,PC,Action,"September 10, 2018","September 10, 2018",NA
+310,Akane the Kunoichi,2,3,4,3.5,NA,NA,NA,Haruneko Entertainment,Haruneko Entertainment,PC,"Action, Platform","May 02, 2014","May 02, 2014",NA
+11846,Akaneiro: Demon Hunters,3,5.5,6,5.5,NA,NA,NA,Spicy Horse,NA,PC,"Action, Role-Playing","January 31, 2013",NA,NA
+56950,Akatsuki Blitzkampf,0.25,NA,NA,0.25,NA,NA,NA,Subtle Style,Subtle Style,NA,"Side, Fighting","April 30, 2007",NA,"April 30, 2007"
+25556,Akatsuki no Amaneka to Aoi Kyojin,NA,NA,NA,NA,NA,NA,NA,Kogado Studio,CyberFront,NA,"Turn-Based, Strategy",NA,NA,"March 11, 2010"
+311,Akazukin Chacha,NA,NA,NA,NA,NA,NA,NA,NA,Tomy,NA,Role-Playing,NA,NA,1995
+45942,Akiba's Beat,40,49.5,100,52,NA,NA,NA,Acquire,"Xseed Games, PQube","PlayStation 4, PlayStation Vita","Action, Role-Playing","May 06, 2017",NA,NA
+20589,Akiba's Trip: Undead & Undressed,8.5,15,32,14.5,NA,NA,NA,Acquire,"XSEED, Acquire, NIS America","PC, PlayStation 3, PlayStation 4, PlayStation Vita","Third-Person, Adventure, Beat 'em Up, Visual Novel","August 12, 2014","October 10, 2014","November 07, 2013"
+45254,Akihabara - Feel the Rhythm,1.5,NA,NA,1.5,NA,NA,NA,JMJ Interactive,JMJ Interactive,PC,Music/Rhythm,"January 26, 2017","January 26, 2017",NA
+12934,Akimbo: Kung-Fu Hero,NA,NA,NA,NA,NA,NA,NA,NA,Global Star Software,NA,Platform,2001,NA,NA
+19959,Akimi Village,NA,NA,12,12,NA,NA,NA,NinjaBee,Sony Online Entertainment,PlayStation 3,Adventure,NA,"June 14, 2011",NA
+38509,Akin,NA,6,7.5,6.5,NA,NA,NA,DahlGames,DahlGames,PC,Puzzle,"June 06, 2016",NA,NA
+50263,Akin Vol 2,NA,NA,NA,NA,NA,NA,NA,ThinkOfGames,ThinkOfGames,NA,Puzzle,"July 13, 2017","July 13, 2017",NA
+29582,Akira,2,NA,NA,2,NA,NA,NA,Taito Corporation,Taito Corporation,NA,"Adventure, Visual Novel",NA,NA,"December 24, 1988"
+313,Akira Psycho Ball,1.5,NA,NA,1.5,NA,NA,NA,KAZe,Bandai,PlayStation 2,Pinball,NA,2003,"February 21, 2002"
+38163,Akuatica,NA,NA,NA,NA,NA,NA,NA,Tianyu Studio,Tianyu Studio,NA,"Action, Puzzle","November 27, 2015",NA,NA
+30114,Akuji the Demon,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,PC,Platform,NA,NA,NA
+15976,Akuji the Heartless,5,6.5,NA,6,NA,NA,NA,Crystal Dynamics,Eidos Interactive,PlayStation,"Action, Puzzle","January 22, 1999",NA,NA
+17684,Akuma-kun: Makai no Wana,NA,NA,NA,NA,NA,NA,NA,TOSE,Bandai,NA,Role-Playing,NA,NA,"February 24, 1990"
+314,Akuma: Demon Spawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Role-Playing,1999,NA,NA
+24506,Akumajou Dracula X68000,3.5,13,NA,6,NA,NA,NA,Konami,Konami,Sharp X68000,"Third-Person, Multidirectional, Real-Time, Platform",NA,NA,"July 23, 1993"
+51772,Akuto: Mad World,NA,NA,NA,NA,NA,NA,NA,Hut 90,Hut 90,NA,Action,"December 01, 2016","December 01, 2016",NA
+48379,Akuya,NA,NA,NA,NA,NA,NA,NA,Indie Dynamics,Indie Dynamics,NA,Adventure,"December 16, 2016","December 16, 2016",NA
+315,Al Emmo and the Lost Dutchman's Mine,6,NA,10,7,NA,NA,NA,Himalaya Studios,Himalaya Studios,PC,"Point-and-Click, Adventure","September 05, 2006",NA,NA
+27890,Al Emmo's Postcards from Anozira,3.5,NA,4,4,NA,NA,NA,Himalaya Studios,Himalaya Studios,PC,Hidden Object,"August 02, 2010",NA,NA
+16593,Al Unser Jr.'s Road to the Top,NA,NA,NA,NA,NA,NA,NA,Radical Entertainment,Software Toolworks,NA,Racing,November 1994,NA,NA
+317,Al Unser Jr.'s Turbo Racing,NA,NA,NA,NA,NA,NA,NA,Data East,Data East,NES/Famicom,Racing,March 1990,1991,"January 31, 1989"
+318,Al-Qadim: The Genie's Curse,NA,13.5,NA,13.5,NA,NA,NA,Cyberlore Studios,Strategic Simulations Inc.,PC,Action RPG,1994,1994,NA
+18976,Aladdin III,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platform,1995,NA,NA
+17384,Alan Hansen's Sports Challenge,NA,NA,7.5,7.5,NA,NA,NA,Oxygen Studios,Oxygen Games,NA,Party,NA,November 2007,NA
+319,Alan Wake,11,14.5,25.5,13,NA,NA,NA,Remedy Entertainment,Microsoft Game Studios,"PC, PlayStation 3, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror","May 18, 2010","May 14, 2010",NA
+320,Alan Wake's American Nightmare,3.5,4.5,8,4,NA,NA,NA,Remedy Entertainment,Microsoft Studios,"PC, PlayStation 3, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror","February 22, 2012","February 22, 2012",NA
+321,Alan Wake: The Signal DLC,1.5,1.5,2,1.5,NA,NA,DLC/Expansion,Remedy Entertainment,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror","July 27, 2010","July 27, 2010",NA
+322,Alan Wake: The Writer DLC,1.5,1.5,2.5,1.5,NA,NA,DLC/Expansion,Remedy Entertainment,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Third-Person, Action, Shooter, Survival Horror","October 12, 2010","October 12, 2010",NA
+26737,Alarameth TD,NA,NA,NA,NA,NA,NA,NA,Matt Gadient,Matt Gadient,NA,Strategy,"June 23, 2015",NA,NA
+13922,Alarm für Cobra 11: Das Syndikat,NA,11.5,NA,11.5,NA,NA,NA,Synetic,dtp Entertainment,Xbox 360,Racing,NA,"November 26, 2010",NA
+53538,Alaska (2018),NA,NA,NA,NA,NA,NA,NA,Wreck Tangle Games,Wreck Tangle Games,NA,Adventure,"February 22, 2018","February 22, 2018",NA
+21449,Albedo: Eyes From Outer Space,4.5,4.5,7.5,4.5,NA,NA,NA,Ivan Venturi Productions,Merge Games,"PC, PlayStation 4, Xbox One",First-Person,"October 03, 2014",NA,NA
+17685,Albert Odyssey (1993),NA,NA,NA,NA,NA,NA,NA,Sunsoft,Sunsoft,NA,"Role-Playing, Tactical",NA,NA,"March 05, 1993"
+23658,Albert Odyssey 2: Jashin no Taidou,NA,NA,NA,NA,NA,NA,NA,Sunsoft,Sunsoft,NA,"Role-Playing, Tactical",NA,NA,"December 22, 1994"
+323,Albert Odyssey: Legend of Eldean,29.5,32,56,35.5,NA,NA,NA,Sunsoft,"JP: Sunsoft, NA: Working Designs",Sega Saturn,Role-Playing,"July 24, 1997",NA,"August 09, 1996"
+33116,Albert and Otto: The Adventure Begins,2,3,5.5,3,NA,NA,NA,Nikola Kostic,KBros Games,"PC, Xbox One","Scrolling, Platform, Puzzle","October 28, 2015",NA,NA
+30717,Albino Lullaby,NA,NA,NA,NA,NA,NA,NA,Ape Law,Ape Law,NA,Adventure,"September 15, 2015",NA,NA
+30866,Albino Lullaby: Episode 1,3,NA,NA,3,NA,NA,DLC/Expansion,Ape Law,Ape Law,PC,Adventure,"September 15, 2015",NA,NA
+30880,Albino Lullaby: Episode 2,NA,NA,NA,NA,NA,NA,DLC/Expansion,Ape Law,Ape Law,NA,Adventure,"March 15, 2016",NA,NA
+30881,Albino Lullaby: Episode 3,NA,NA,NA,NA,NA,NA,DLC/Expansion,Ape Law,Ape Law,NA,Adventure,"September 15, 2016",NA,NA
