id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+58827,Adventure Time: Pirates of the Enchiridion,6.5,8,10.5,9,NA,NA,NA,Climax Studios,Outright Games,"Nintendo Switch, PC, PlayStation 4, Xbox One","Third-Person, Turn-Based, Action, Adventure, Role-Playing","July 17, 2018","July 17, 2018",NA
+23688,Adventure Time: Rock Bandits,NA,NA,NA,NA,NA,NA,NA,Cartoon Network,Cartoon Network,NA,NA,NA,NA,NA
+21245,Adventure Time: The Secret of the Nameless Kingdom,11,12,15,12,NA,NA,NA,WayForward Technologies,Little Orbit,"PC, PlayStation 3, PlayStation Vita, Xbox 360","Action, Adventure","November 18, 2014",NA,NA
+15135,Adventure Town,NA,NA,NA,NA,NA,NA,NA,SuperSolid,Supersolid,NA,"Point-and-Click, Top-Down, Scrolling, Role-Playing, Simulation",NA,"November 26, 2013",NA
+39758,Adventure World,NA,NA,5,5,NA,NA,NA,Alibi,Alibi,NA,"Action, Role-Playing","August 02, 2016",NA,NA
+31982,Adventure in the Tower of Flight,1.5,NA,NA,1.5,NA,NA,NA,Pixel Barrage Entertainment,Pixel Barrage Entertainment,PC,"Action, Adventure","July 03, 2015",NA,NA
+38743,Adventure of Poco Eco,NA,NA,NA,NA,NA,NA,NA,POSSIBLE Games,NA,NA,"Third-Person, Adventure, Interactive Art","March 16, 2015","March 16, 2015",NA
+21098,Adventure of Tokyo Disney Sea,NA,NA,NA,NA,NA,NA,NA,Konami,Konami,NA,NA,NA,NA,"December 20, 2001"
+57050,Adventure of a Lifetime,NA,NA,NA,NA,NA,NA,NA,Pulltop,MoeNovel,NA,Visual Novel,"April 26, 2018","April 26, 2018",NA
+56979,AdventureQuest Worlds,NA,NA,NA,NA,NA,NA,NA,Artix Entertainment,Artix Entertainment,PC,Massively Multiplayer,"June 02, 2008",NA,NA
+23143,Adventureland,NA,NA,NA,NA,NA,NA,NA,Adventure International,Adventure International,NA,Adventure,1978,NA,NA
+18225,Adventurer Manager,14,26,NA,20,NA,NA,NA,Vigilant Addiction Studios,BBEW BBEW,PC,Role-Playing,"April 23, 2014",NA,NA
+48509,Adventures Of Kok,NA,NA,NA,NA,NA,NA,NA,Deep dark fantasy games,Illumicorp,NA,Adventure,"July 31, 2017","July 31, 2017",NA
+21673,Adventures Of Pip,5,6.5,7,6.5,NA,NA,NA,TicToc Games,TicToc Games,"PC, PlayStation 4, Wii U, Xbox One","Adventure, Platform","June 04, 2015",NA,NA
+53956,Adventures Of Pipi,NA,NA,1,1,NA,NA,NA,"Nikita ""Ghost_RUS""",Ghost_RUS Games,NA,Adventure,"October 11, 2017","October 11, 2017",NA
+230,Adventures To Go!,NA,NA,NA,NA,NA,NA,NA,Solutions 2 Go,Natsume,NA,"Action, Adventure","September 22, 2009",NA,NA
+220,Adventures in the Magic Kingdom,0.6666666666666666,NA,1.5,0.7333333333333333,NA,NA,NA,Capcom,Capcom,NES,Action,June 1990,"December 10, 1992",NA
+48378,Adventures of Abrix,NA,NA,NA,NA,NA,NA,NA,EJRGames,EJRGames,NA,Strategy,"March 17, 2017","March 17, 2017",NA
+48258,Adventures of Beetlejuice: Skeletons In The Closet,NA,NA,NA,NA,NA,NA,NA,Riedel Software Productions,Hi-Tech Expressions,NA,"Top-Down, Action, Arcade",1990,NA,NA
+27943,Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business,1,1.5,2,1.5,NA,NA,NA,Rumpus,Deck13 Interactive,PC,"Point-and-Click, Adventure","April 02, 2015",NA,NA
+51720,Adventures of Bertram Fiddle: Episode 2 - A Bleaker Predicklement,NA,9,NA,9,NA,NA,NA,Rumpus,Deck13,PC,"Point-and-Click, Adventure","August 24, 2017","August 24, 2017",NA
+21930,Adventures of Darwin,NA,NA,NA,NA,NA,NA,NA,NA,D3 Publisher,NA,Adventure,"June 19, 2007",NA,NA
+222,Adventures of Dino Riki,1,NA,NA,1,NA,NA,NA,Hudson Soft,"JP: Rix Soft, NA: Hudson Soft",NES,Third-Person Shooter,September 1989,NA,"February 10, 1987"
+52098,Adventures of Dragon,NA,NA,NA,NA,NA,NA,NA,Tuomo Laine,Tuomo's games,NA,Adventure,"December 28, 2017","December 28, 2017",NA
+40665,Adventures of Fluzz,NA,NA,NA,NA,NA,NA,NA,TopArcadeApps,TopArcadeApps,NA,Platform,"September 03, 2016",NA,NA
+55944,Adventures of Hendri,NA,NA,0.31666666666666665,0.31666666666666665,NA,NA,NA,LionAnt,LionAnt,PC,"Action, Adventure","March 07, 2018","March 07, 2018",NA
+50577,Adventures of Heroes,NA,NA,2,2,NA,NA,NA,Sergej110,Sergej110,NA,"Action, Adventure","September 29, 2017","September 29, 2017",NA
+223,Adventures of Lolo,3.5,5,6,4,NA,NA,NA,HAL Laboratory,HAL America,"NES, Nintendo 3DS, Nintendo Switch, Wii, Wii U","Puzzle, Action","April 20, 1989","February 21, 1991",NA
+224,Adventures of Lolo 2,4,NA,NA,4,NA,NA,NA,HAL Laboratory,HAL Laboratory,NES,Puzzle,"April 20, 1990",NA,"January 06, 1990"
+225,Adventures of Lolo 3,12.5,NA,NA,12.5,NA,NA,NA,HAL Laboratory,HAL Laboratory,NES,Platform,"November 21, 1991","May 27, 1992","December 26, 1990"
+34137,Adventures of Mana,9.5,10,17,10.5,NA,NA,NA,Square-Enix,Square-Enix,"Mobile, PlayStation Vita","Top-Down, Action, Role-Playing","February 04, 2016","February 04, 2016","February 04, 2016"
+17151,Adventures of Max Fax: Episode 1,0.5666666666666667,NA,NA,0.5666666666666667,NA,NA,NA,Alexander Kucherenko,Alexander Kucherenko,NA,"Point-and-Click, Third-Person, Adventure","June 01, 2013",NA,NA
+30046,Adventures of Mr. Heli,4,NA,NA,4,NA,NA,NA,IREM,IREM,NA,"Third-Person, Multidirectional, Action, Arcade, Shooter",NA,NA,"December 01, 1989"
+36196,Adventures of Robinson Crusoe,2,NA,3,2.5,NA,NA,NA,MagicIndie,MumboJumbo,PC,Hidden Object,"January 09, 2015",NA,NA
+229,Adventures of Tron,NA,NA,NA,NA,NA,NA,NA,APh Technological Consulting,Mattel Electronics,NA,Action,1982,NA,NA
+31230,Adventures of Yogi Bear,1.5,NA,NA,1.5,NA,NA,NA,Blue Turtle,"Cybersoft, GameTek, Empire Interactive, Magifact",NA,Platform,"October 01, 1994",NA,NA
+49168,Adventures of the Worm,NA,NA,NA,NA,NA,NA,NA,"Lukáš Osouch, Petr Čermák",MAILPlus,NA,Puzzle,"August 18, 2017","August 18, 2017",NA
+38494,Adventures on the Polluted Islands,1,NA,NA,1,NA,NA,NA,Uncle Frost Team,Sometimes You,PC,Adventure,"February 17, 2017","February 17, 2017",NA
+21095,Adventurezator: When Pigs Fly,NA,NA,NA,NA,NA,NA,NA,Pigasus Games,Pigasus Games,NA,Adventure,"July 23, 2014",NA,NA
+46661,Adventuring Gentleman,NA,NA,NA,NA,NA,NA,NA,Ernests Klavins,Ernests Klavins,NA,"Action, Platform","April 10, 2017","April 10, 2017",NA
+33720,AdvertCity,4,12,24,12.5,NA,NA,NA,VoxelStorm,VoxelStorm,PC,Adventure,"April 17, 2015",NA,NA
+231,Aedis Eclipse: Generation of Chaos,NA,25,NA,25,NA,NA,NA,Idea Factory,"Idea Factory, Nippon Ichi Software, Ghostlight",PSP,Turn-based Strategy,"April 24, 2007","March 30, 2011","May 25, 2006"
+41788,Aegis (2016),NA,NA,NA,NA,NA,NA,NA,Innuendo Squad Studios,Innuendo Squad Studios,PC,"Top-Down, Action, Open World","October 06, 2016",NA,NA
+20851,Aegis Defenders,10.5,11.5,14.5,11.5,NA,NA,NA,GUTS Department,NA,"Nintendo Switch, PC","Action, Platform",NA,NA,NA
+232,Aegis Wing,2.5,4.5,8,4,NA,NA,NA,Microsoft/Carbonated Games,Microsoft Game Studios,Xbox 360,"Side-scroller, Shoot 'em up","May 16, 2007","May 16, 2007",NA
+36420,Aegis of Earth: Protonovus Assault,18,26.5,49,33,NA,NA,NA,Acquire,Aksys Games,PlayStation Vita,"Real-Time, Tactical","March 15, 2016",NA,NA
+56684,Aeon,3.5,NA,NA,3.5,NA,NA,NA,Illusion Ranger,Illusion Ranger,NA,"Virtual Reality, Shooter","May 22, 2017","May 22, 2017",NA
+233,Aeon Avenger,NA,NA,NA,NA,NA,NA,NA,NA,Kemco,Android,Role-Playing,2013,NA,NA
+234,Aeon Command,2.5,5.5,9,5.5,NA,NA,NA,Bat Country Games,Bat Country Games,PC,Strategy,"July 03, 2014","July 03, 2014","July 03, 2014"
+235,Aeon Flux,8,NA,NA,8,NA,NA,NA,Terminal Reality,Majesco Games,"PlayStation 2, Xbox","Action, Adventure","November 17, 2005",NA,NA
+63066,Aeon of Sands - The Trail,17.5,20.5,113,35.5,NA,NA,NA,Two Bits Kid,Two Bits Kid,NA,Role-Playing,"December 04, 2018","December 04, 2018",NA
+31465,Aerannis,6,6.5,8.5,6,NA,NA,NA,ektomarch,ektomarch,PC,Action,"September 15, 2015",NA,NA
+47006,AereA,12,13.5,15,13.5,NA,NA,NA,Triangle Studios,SOEDESCO Publishing,NA,"Action, Role-Playing","June 02, 2017","June 02, 2017",NA
+16542,Aerena: Clash of Champions,NA,NA,NA,NA,NA,NA,NA,Cliffhanger Productions,Cliffhanger Productions,PC,"Turn-Based, Strategy, Tactical","October 17, 2013",NA,NA
+41037,Aerial Assault,2.5,NA,NA,2.5,NA,NA,NA,Sega,Sega,Sega Game Gear,"Scrolling, Shooter",1990,1990,NA
+48190,Aerial Destruction,NA,NA,2,2,NA,NA,NA,Devdan Games,Devdan Games,PC,"Action, Simulation","May 18, 2017","May 18, 2017",NA
+21931,Aero Elite: Combat Academy,NA,NA,NA,NA,NA,NA,NA,NA,Sega,NA,Flight Combat,"March 11, 2003",NA,NA
+236,Aero Fighters,0.8166666666666667,1,1,0.9833333333333333,NA,NA,NA,Video System,NA,"Arcade, Super Nintendo/Famicom",Shooter,1992,1992,1992
+237,Aero Fighters 2,0.8333333333333334,0.9166666666666666,1,0.9166666666666666,NA,NA,NA,Video System,Video System,"Arcade, Neo Geo",Shooter,"August 26, 1994","August 26, 1994","August 26, 1994"
+238,Aero Fighters 3,0.6166666666666667,0.8333333333333334,1,0.8333333333333334,NA,NA,NA,Video System,Video System,"Arcade, Neo Geo","Top-Down, Scrolling, Action, Shooter","October 12, 1995",NA,NA
+239,Aero Fighters Assault,4,NA,22,13,NA,NA,NA,Paradigm Entertainment,Video System,Nintendo 64,"Flight Combat, Simulation","November 01, 1997","April 15, 1998",NA
+241,Aero Porter,4,NA,NA,4,NA,NA,NA,NA,Level-5,Nintendo 3DS,Puzzle,"November 29, 2012","November 29, 2012","May 31, 2012"
+14042,Aero Racer,NA,NA,NA,NA,NA,NA,NA,Halfbrick Studios,NA,NA,Racing,"March 11, 2010",NA,NA
+242,Aero the Acro-Bat,5,NA,5,5,NA,NA,NA,"Iguana Entertainment, Atomic Planet","Sunsoft, Metro 3D/Zoo Digital","Game Boy Advance, Sega Mega Drive/Genesis, Super Nintendo",Platform,October 1993,NA,NA
+243,Aero the Acro-Bat 2,4.5,NA,5.5,5,NA,NA,NA,Iguana Entertainment,Sunsoft,"Sega Mega Drive/Genesis, Super Nintendo",Platform,April 1994,NA,NA
+23126,Aero's Quest,NA,NA,NA,NA,NA,NA,NA,"Soloweb Studios, Ravens Eye Studio",Soloweb Studios,NA,"Platform, Puzzle","June 08, 2015",NA,NA
+23559,AeroGauge,NA,NA,NA,NA,NA,NA,NA,Locomotive Games,ASCII Entertainment,Nintendo 64,Racing,"April 30, 1998","May 01, 1998","December 19, 1997"
+16023,AeroWings,NA,NA,NA,NA,NA,NA,NA,CRI Middleware,Crave Entertainment,Dreamcast,"Flight Combat, Simulation","September 09, 1999",NA,NA
+244,Aerobiz,NA,NA,NA,NA,NA,NA,NA,KOEI Co.,KOEI Co.,NA,"Third-Person, Top-Down, Simulation",1992,NA,NA
+245,Aerobiz Supersonic,4,NA,NA,4,NA,NA,NA,Koei,Koei,NA,Simulation,August 1994,NA,NA
+37949,Aerofly FS 2 Flight Simulator,NA,NA,NA,NA,NA,NA,NA,IPACS,IPACS,NA,"Flight, Simulation","May 19, 2016","November 20, 2017",NA
+62317,Aerospace Forces,NA,NA,1.5,1.5,NA,NA,NA,gfdsahdgsye7,gfdsahdgsye7,NA,"Scrolling, Shooter","June 11, 2018","June 11, 2018",NA
+22392,Aerostar,1.5,NA,NA,1.5,NA,NA,NA,Vic Tokai,NA,Game Boy,NA,September 1991,NA,NA
+20353,AeternoBlade,11,11,NA,11,NA,NA,NA,Corecell Technology,Corecell Technology,Nintendo 3DS,NA,"February 18, 2014",NA,NA
+15130,Aeternum,NA,NA,NA,NA,NA,NA,NA,Creaky Lantern Games,Creaky Lantern Games,NA,"Scrolling, Action, Shooter","July 18, 2017","July 18, 2017",NA
+247,Aether,0.7833333333333333,0.8333333333333334,1,0.8833333333333333,NA,NA,NA,"Edmund McMillen, Tyler Glaiel",Edmund McMillen,PC,Adventure,NA,NA,NA
+19023,Aetherion,NA,NA,NA,NA,NA,NA,NA,"Anaryu, Krisanna, Solitayre",NA,NA,"Top-Down, Role-Playing","August 31, 2011",NA,NA
+47731,Aetherspace,NA,NA,NA,NA,NA,NA,NA,Munchkin's Lair,Munchkin's Lair,NA,"Turn-Based, Strategy","July 03, 2017","July 03, 2017",NA
+53964,Aeve:Zero Gravity,NA,NA,0.48333333333333334,0.48333333333333334,NA,NA,NA,EasyGames,EasyGames,PC,Action,"February 02, 2018","February 02, 2018",NA
+64254,Affairs of the Court: Choice of Romance,NA,NA,NA,NA,NA,NA,NA,Choice of Games,Choice of Games,PC,"Text, Adventure","August 16, 2013","August 16, 2013",NA
+32008,Affected Zone Tactics,NA,NA,NA,NA,NA,NA,NA,Light Vision Interactive,Light Vision Interactive,NA,"Massively Multiplayer, Strategy","November 17, 2015",NA,NA
+25685,Affordable Space Adventures,5.5,7,8,6,NA,NA,NA,KnapNok Games,Nifflas' Games,Wii U,"Puzzle, Stealth","August 09, 2015",NA,NA
+46068,Afghanistan '11,NA,NA,NA,NA,NA,NA,NA,"Every Single Soldier, Retro Epic",Slitherine,NA,"Turn-Based, Strategy","March 23, 2017","March 23, 2017",NA
+248,Afraid of Monsters,2,2,5,2.5,NA,NA,NA,NA,NA,PC,Survival Horror,NA,NA,NA
+56259,Africa Hunting,NA,NA,0.016666666666666666,0.016666666666666666,NA,NA,NA,"Nikita ""Ghost_RUS""",Ghost_RUS Games,PC,"Action, Adventure","December 06, 2017","December 06, 2017",NA
+249,Afrika,24,NA,28,25.5,NA,NA,NA,Rhino Studios,Natsume,PlayStation 3,Simulation,"October 06, 2009",NA,"August 28, 2008"
+250,Afro Samurai,7,7.5,9.5,7.5,NA,NA,NA,Namco Bandai Games,Surge,"PlayStation 3, Xbox 360",Action,"January 27, 2009","March 27, 2009",NA
+32010,Afro Samurai 2: Revenge of Kuma,NA,NA,NA,NA,NA,NA,NA,Redacted Studios,Versus Evil,NA,NA,"September 22, 2015",NA,NA
+28073,After All,NA,NA,NA,NA,NA,NA,NA,JAMgames,JAMgames,NA,Role-Playing,"April 17, 2015",NA,NA
+251,After Armageddon Gaiden,NA,NA,NA,NA,NA,NA,NA,Pandora Box,Sega,NA,"Turn-Based, Role-Playing",NA,NA,"November 11, 1994"
+252,After Burner,0.7833333333333333,NA,2.5,1.5,NA,NA,NA,Sega AM-2,Sega,"Arcade, Sega Mega Drive/Genesis","Flight simulator, Shoot 'em up",November 1987,November 1987,NA
+253,After Burner Climax,0.25,3,6.5,3.5,NA,NA,NA,Sega-AM2,Sega,"PlayStation 3, Xbox 360",Arcade/Shoot 'em up,"April 21, 2010","April 21, 2010","April 21, 2010"
+254,After Burner II,0.5833333333333334,0.8,2.5,0.95,NA,NA,NA,Sega-AM2,Sega,"Arcade, Nintendo 3DS, Sega Mega Drive/Genesis","Scrolling, Shooter",1987,NA,NA
+255,After Burner III,0.08333333333333333,0.25,4,0.85,NA,NA,NA,Sega,Sega,Sega CD,Shoot 'em up,1992,1992,NA
+25552,After Burner: Black Falcon,NA,NA,NA,NA,NA,NA,NA,Planet Moon Studios,Sega,NA,Flight Combat,"March 20, 2007",NA,NA
+55744,After Death,5,6,8.5,6.5,NA,NA,NA,After Death Team,After Death Team,PC,"Side, Scrolling, Action, Adventure, Platform","October 05, 2017","October 05, 2017",NA
+56266,After Dreams,0.3333333333333333,NA,0.35,0.3333333333333333,NA,NA,NA,Matt Boyer,None,PC,Adventure,"May 06, 2018","May 06, 2018",NA
+64008,After Hours,NA,NA,NA,NA,NA,NA,NA,"Petter Malmehed, Jösses",Petter Malmehed,NA,"Adventure, Simulation","December 20, 2018","December 20, 2018",NA
+42621,After Life: Story of a Father,NA,NA,NA,NA,NA,NA,NA,Green Sawdust,Green Sawdust,PC,Adventure,"November 25, 2016","November 25, 2016",NA
+62884,After Rain: Phoenix Rise,NA,NA,NA,NA,NA,NA,NA,DV8Games,Dv9design,NA,NA,"December 15, 2017","December 15, 2017",NA
+28218,After Reset RPG,NA,NA,NA,NA,NA,NA,NA,Black Cloud Studios,Black Cloud Studios,NA,Role-Playing,"March 09, 2015",NA,NA
+28308,After The End: The Harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action, Adventure, Role-Playing",2015,NA,NA
+52209,After the Empire,NA,NA,NA,NA,NA,NA,NA,Goatee Games,Goatee Games,NA,"Simulation, Strategy","March 31, 2017","March 31, 2017",NA
+29578,After the War,NA,NA,NA,NA,NA,NA,NA,Dinamic Software,Dinamic Software,NA,Action,NA,1989,NA
+58861,AfterTime,NA,NA,NA,NA,NA,NA,NA,NA,Atriagames,NA,NA,"January 18, 2018","January 18, 2018",NA
+49840,Aftercharge,NA,NA,NA,NA,NA,NA,NA,Chainsawesome Games,Chainsawesome Games,NA,"First-Person, Action, Shooter",2018,2018,NA
+24098,Afterfall Reconquest: Episode 1,2,NA,3,2.5,NA,NA,NA,IntoXicate Studios,Nicolas Games,PC,"Action, Adventure","February 19, 2015",NA,NA
+256,Afterfall: InSanity,6.5,8.5,17,8,NA,NA,NA,Intoxicate Studios,Nicolas Entertainment Group,PC,"Third-Person, Shooter, Survival Horror","November 25, 2011",NA,NA
+18106,Afterlife,NA,NA,NA,NA,NA,NA,NA,LucasArts,LucasArts,NA,NA,1996,NA,NA
+30380,Afterlife Empire,NA,NA,NA,NA,NA,NA,NA,Autobotika,The Fine Young Capitalists,NA,Strategy,"August 21, 2015",NA,NA
+12471,Aftermath (2010),NA,NA,NA,NA,NA,NA,NA,TwoHeads Games,NA,NA,Adventure,"March 16, 2010",NA,NA
+57456,Afterparty,NA,NA,NA,NA,NA,NA,NA,Night School Studio,Night School Studio,NA,Adventure,2019,2019,NA
+257,Again: Interactive Crime Novel,10.5,NA,11.5,10.5,NA,NA,NA,Cing,Tecmo,Nintendo DS,Adventure,"April 02, 2010",NA,"December 10, 2009"
+63402,Again? (2018),NA,NA,0.25,0.25,NA,NA,NA,KillGame,KillGame,NA,NA,"August 08, 2018","August 08, 2018",NA
+51782,Against the Gradient,NA,NA,NA,NA,NA,NA,NA,Cogent Education,Cogent Education,NA,Educational,"July 10, 2017","July 10, 2017",NA
+18842,Agapan,NA,NA,NA,NA,NA,NA,NA,Kursed Studios,Kursed Studios,NA,"Top-Down, Multidirectional, Adventure, Interactive Art","March 27, 2014","March 27, 2014",NA
+26385,Agar.io,NA,NA,NA,NA,NA,5,NA,Matheus Valadares,Miniclip,"Browser, PC","Action, Strategy","April 28, 2015",NA,NA
+25553,Agarest Senki Mariage,27.5,28,34.5,29,NA,NA,NA,Felistella,Compile Heart,PC,Role-Playing,NA,NA,"July 19, 2012"
+260,Agatha Christie: And Then There Were None,7,NA,7,7,NA,NA,NA,AWE Productions,The Adventure Company,"PC, Wii",Adventure,"October 27, 2005","February 10, 2006",NA
+261,Agatha Christie: Evil Under the Sun,9,NA,10.5,9.5,NA,NA,NA,AWE Productions,The Adventure Company,"PC, Wii",Adventure,"October 16, 2007","November 23, 2007",NA
+262,Agatha Christie: Murder on the Orient Express,8,10,10,9,NA,NA,NA,AWE Productions,The Adventure Company,PC,Adventure,"November 14, 2006","March 09, 2007",NA
+263,Agatha Christie: The ABC Murders (2009),5,NA,NA,5,NA,NA,NA,"AWE Games, Black Lantern Studios",DreamCatcher Interactive,Nintendo DS,Adventure,"November 12, 2009",NA,NA
+33609,Agatha Christie: The ABC Murders (2016),6.5,7,9,7,NA,NA,NA,"Microids, Artefacts Studios",Gravity Europe,"Linux, Mac, PC, PlayStation 4, Xbox One","Point-and-Click, Adventure","February 04, 2016",NA,NA
+46924,Agatha Knife,NA,5,NA,5,NA,NA,NA,Mango Protocol,Mango Protocol,"Nintendo Switch, PC","Point-and-Click, Adventure","April 27, 2017","April 27, 2017",NA
+13016,Age of Adventure: Ali Baba and the Forty Thieves,NA,NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,Role-Playing,1981,NA,NA
+13017,Age of Adventure: The Return of Heracles,NA,6,NA,6,NA,NA,NA,NA,Electronic Arts,Apple II,Role-Playing,1986,NA,NA
+37804,Age of Barbarian: Extended Cut,6,NA,NA,6,NA,NA,NA,Crian Soft,Crian Soft,PC,"Action, Adventure","May 20, 2016",NA,NA
+264,Age of Booty,NA,8,14,11,NA,NA,NA,Certain Affinity,Capcom,"PC, PlayStation 3, Xbox 360","Real-Time, Strategy","October 15, 2008","October 15, 2008",NA
+31132,Age of Castles: Warlords,2,NA,NA,2,NA,NA,NA,Anarchy Enterprises,Anarchy Enterprises,NA,"Simulation, Strategy","May 15, 2015",NA,NA
+38508,Age of Cavemen,NA,NA,NA,NA,NA,NA,NA,Fuero Games,Fuero Games,NA,"Massively Multiplayer, Strategy","May 24, 2016",NA,NA
+66096,Age of Civilizations II,NA,NA,NA,NA,NA,NA,NA,Łukasz Jakowski,Łukasz Jakowski Games,PC,Strategy,"November 21, 2018","November 21, 2018",NA
+32056,Age of Conan: Rise of the Godslayer,NA,NA,NA,NA,NA,NA,DLC/Expansion,Funcom,Funcom,NA,"Massively Multiplayer, Role-Playing","May 11, 2010",NA,NA
+265,Age of Conan: Unchained,NA,NA,NA,NA,NA,NA,NA,Funcom,Funcom,PC,"Massively Multiplayer, Role-Playing","May 20, 2008","May 23, 2008",NA
+37322,Age of Conquest IV,NA,NA,NA,NA,NA,NA,NA,Noble Master,Noble Master,PC,"Turn-Based, Strategy","April 05, 2016",NA,NA
+266,Age of Empires,20,32.5,42,27,NA,NA,NA,Ensemble Studios,Microsoft Game Studios,PC,Real-time strategy,"October 15, 1997","February 02, 1998",NA
+19165,Age of Empires II: Forgotten Empires,NA,NA,NA,NA,NA,NA,DLC/Expansion,Forgotten Empires,Forgotten Empires,PC,"Real-Time, Strategy",NA,NA,NA
+12193,Age of Empires II: HD Edition,26.5,68.5,129,59,NA,NA,NA,Hidden Path Entertainment,Microsoft Game Studios,PC,Strategy,"April 09, 2013",NA,NA
+37893,Age of Empires II: HD Edition - The African Kingdoms DLC,12,NA,30,21,NA,NA,DLC/Expansion,Hidden Path Entertainment,Microsoft Game Studios,PC,Strategy,"November 05, 2015",NA,NA
+17292,Age of Empires II: HD Edition - The Forgotten DLC,NA,46,59.5,48.5,NA,NA,DLC/Expansion,"Hidden Path Entertainment, Ensemble Studios, Skybox",Microsoft Studios,PC,"Top-Down, Real-Time, Strategy","November 07, 2013","November 07, 2013","November 07, 2013"
+43523,Age of Empires II: HD Edition - The Rise of the Rajas DLC,NA,21,NA,21,NA,NA,DLC/Expansion,Hidden Path Entertainment,Microsoft Studios,PC,"Top-Down, Real-Time, Strategy","December 19, 2016",NA,NA
+268,Age of Empires II: The Age of Kings,41.5,66,68.5,49.5,NA,NA,NA,Ensemble Studios,"Microsoft (Win, Mac), Konami (PS2)","PC, PlayStation 2",Real-time strategy,"September 30, 1999","September 30, 1999",NA
+269,Age of Empires II: The Conquerors,48,56.5,89.5,54.5,NA,NA,NA,Ensemble Studios,"Microsoft Game Studios, Konami",PC,Real-time strategy,"August 24, 2000","August 24, 2000",NA
+270,Age of Empires III,15,16.5,28,17,NA,NA,NA,"Ensemble Studios (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft & Destineer (Mac)",PC,Real-time strategy,"October 18, 2005","November 04, 2005",NA
+15114,Age of Empires III: Complete Collection,18.5,26.5,31,25.5,NA,NA,NA,Ensemble Studios,Microsoft Studios,PC,"Top-Down, Real-Time, Strategy","September 15, 2009",NA,NA
+271,Age of Empires III: The Asian Dynasties,9,11,35,12,NA,NA,NA,"Ensemble Studios (Original), Big Huge Games (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft (Mac)",PC,Real-time strategy,"October 23, 2007","November 02, 2007",NA
+272,Age of Empires III: The WarChiefs,8,10,35,11,NA,NA,NA,"Ensemble Studios (Original), Macsoft (Ported Game & Updates), Robot Entertainment (Updates)","Microsoft Game Studios (PC), Macsoft (Mac)",PC,Real-time strategy,"October 17, 2006","October 20, 2006",NA
+27489,Age of Empires Online,NA,NA,NA,NA,NA,NA,NA,"Robot Entertainment, Gas Powered Games",Microsoft Game Studios,PC,NA,"August 16, 2011",NA,NA
+48636,Age of Empires: Castle Siege,NA,NA,NA,NA,NA,NA,NA,Smoking Gun Interactive,Microsoft Studios,NA,Strategy,"September 17, 2014",NA,NA
+49452,Age of Empires: Definitive Edition,NA,37.5,50,48,NA,NA,NA,Microsoft Studios,Microsoft Studios,PC,"Real-Time, Strategy","February 19, 2018","February 19, 2019",NA
+273,Age of Empires: Mythologies,NA,13,20,19,NA,NA,NA,Griptonite Games,THQ,"Nintendo DS, PC",Turn-based strategy,"November 24, 2008",NA,NA
+274,Age of Empires: The Age of Kings,15.5,29.5,40,25,NA,NA,NA,Backbone Entertainment,Majesco,"Nintendo DS, PC","Turn-Based, Strategy","February 14, 2006","November 10, 2006",NA
+275,Age of Empires: The Rise of Rome,21.5,35,36,30,NA,NA,NA,Ensemble Studios,Microsoft Game Studios,PC,Real-time strategy,"October 31, 1998",NA,NA
+26990,Age of Enigma: The Secret of the Sixth Ghost,2,NA,NA,2,NA,NA,NA,ValuSoft,ValuSoft,PC,Adventure,"May 11, 2015",NA,NA
+18929,Age of Fear 2: The Chaos Lord,NA,NA,16,16,NA,NA,NA,Leszek Sliwko,KISS,NA,"Turn-Based, Strategy",NA,"March 27, 2015",NA
+50942,Age of Fear 3: The Legend,NA,NA,NA,NA,NA,NA,NA,Leslaw Sliwko,Age of Fear,NA,"Role-Playing, Strategy","September 01, 2017","September 01, 2017",NA
+276,Age of Fear: The Undead King,15,NA,15,15,NA,NA,NA,NA,NA,PC,Strategy,"April 10, 2011",NA,NA
+38211,Age of Gladiators,26,NA,NA,26,NA,NA,NA,Creative Storm Entertainment,Creative Storm Entertainment,PC,"Simulation, Strategy","February 25, 2016",NA,NA
+52908,Age of Gladiators II: Death League,6,11,NA,8.5,NA,NA,NA,Creative Storm Entertainment,Creative Storm Entertainment,NA,"Role-Playing, Strategy","September 21, 2017","September 21, 2017",NA
+46519,Age of Heroes: Conquest,NA,NA,NA,NA,NA,NA,NA,5th Planet Games,5th Planet Games,NA,NA,"April 17, 2017","April 17, 2017",NA
+37449,Age of Magic,NA,NA,NA,NA,NA,NA,NA,QianZhiHuDong Network Technology,QianZhiHuDong Network Technology,NA,"Turn-Based, Card Game, Strategy","March 15, 2016",NA,NA
+277,Age of Mythology,15,19,23.5,17,NA,NA,NA,Ensemble Studios,"Microsoft Game Studios, MacSoft",PC,Real-time strategy,"October 30, 2002","November 11, 2002",NA
